-0.16194224	-0.28094286	0.074698865	-0.043469496	-0.59833443	-0.06076194	-0.20889357	-0.29239687	-0.7150178	-0.088673405	0.058500804	-0.46642214	0.120672755	-0.4918968	-0.05319831	0.3948074	0.38096872	0.45604685	-0.2414493	0.38051173	0.31984857	-0.27225715	-0.60627764	-0.25587046	-0.022780333	0.27456188	-0.42219737	-0.14808728	0.1709253	-0.4782854	-0.12562668	0.084597446	-0.030200018	-0.6236571	0.077249	0.36110565	0.40697417	-0.31002486	0.15352143	0.0007348078	-0.10745165	0.21268886	0.24225202	0.053138725	0.095446944	0.42305008	0.2210013	0.2529317	0.5842057	0.4148513
-0.21401028	0.21716307	-0.17976478	-0.6316895	0.101668455	0.252107	0.7220733	0.27261996	-0.41566148	-0.0057359585	0.008275123	0.06708087	-0.71460193	-0.7662184	-0.20834157	1.2057359	-0.28015885	-0.23546633	-0.09241361	-0.21304241	-0.11482741	0.7592964	0.1791624	-0.47790322	-0.7363419	0.37624288	0.5388307	0.41706997	0.5708758	-0.036691584	-0.42881346	-0.2034348	0.053497717	-0.32028213	0.11303154	0.85656285	-0.09738274	0.0042937016	-0.065631166	-0.66657156	0.27259076	-0.17700285	0.31220567	-0.12347134	-0.50662225	0.19906326	-0.3557012	0.16824552	0.570906	0.061698094
-0.1721099	-0.28578457	0.6572155	0.37061596	-0.61142045	-0.28069243	0.68274605	0.27303243	0.35139328	-0.36252606	-0.7456814	0.108613074	-0.14916527	0.5774928	0.49463353	-0.21374433	0.49319133	0.026391707	-0.31537336	-0.15409023	0.23562443	0.18342215	-0.12995186	0.86489487	-0.3636637	-0.46167293	-0.22273175	0.07842757	0.094152115	-0.45582134	-0.4641941	-0.12568244	0.31121367	-0.4076609	-0.14772819	-0.033838354	-0.044992294	-0.020174462	0.47319576	-0.08427544	-0.28306895	-0.24792401	-0.077718236	0.72568256	-0.40071696	0.5288689	-0.06094645	-0.045807026	0.0067967456	-0.15622517
-0.06324678	-0.30570513	0.36997798	0.06386338	0.3628517	-0.20619902	0.5104121	-0.16476734	-0.36122027	-0.30667242	0.35164747	0.31929243	0.4982036	0.1433018	-0.1152588	0.6370993	0.0009302938	-0.42311516	-0.049723532	-0.083008185	0.4480108	0.3661117	0.37093294	-0.7021482	0.6754962	-0.31686085	-0.32558453	-0.20913368	-0.16437733	0.33310154	-0.3356669	-0.80153674	0.3096823	-0.33644125	0.34847498	-0.041997224	0.53089136	-0.21660006	0.47752017	0.23146184	-0.9880788	-0.011050127	0.6853015	-0.40846065	-0.41598764	-0.22708263	0.8226033	0.3427521	0.1034381	0.1404704
-0.22022945	0.15802398	-0.49811324	-0.035766583	0.13121758	-0.42313597	0.09478844	0.20982051	-0.11500763	0.450156	0.12964621	-0.56036	0.42909506	0.082152575	0.56222254	0.1768491	0.10912904	0.6696565	-0.6883511	0.11966009	-0.08204239	0.22674605	-0.29716942	0.24533145	-0.20879658	0.018210016	0.6496731	0.4958822	-0.8088531	0.30848357	-0.48446032	-0.040173825	0.43396336	0.17445976	0.46985656	-0.26557228	0.738282	0.35616177	-0.258571	1.052725	-0.018937048	-1.0806	-0.17436428	0.016891655	-0.19438778	-0.24460237	-0.097921915	0.086818606	-0.48611158	0.922751
-0.19475624	-0.48211017	0.16881745	-0.062501125	-0.4831505	-0.36535582	-0.33326775	0.17739548	0.7492166	0.30544832	0.56422687	-0.08596148	-0.3533835	-0.6365193	0.7696627	0.42669845	0.48351505	-0.26176313	-0.3200678	0.48633265	0.33717763	-0.26110035	0.5260568	-0.15799509	-0.11836783	0.09087975	0.46895936	-0.07813444	-0.6496583	-1.0872853	-0.47089624	-0.002546215	0.20405781	0.18387257	0.608383	-0.07041013	0.79059577	0.74771535	-0.24336338	-0.33734116	-0.17108467	0.49568447	0.21997672	0.48672628	-0.11461352	0.8472172	-0.6470711	0.24688005	0.41613442	0.25741908
0.27179328	-0.23996721	0.02449116	0.36001575	-0.61354107	0.84243155	0.24593388	0.3707342	-0.18073213	0.26308963	0.35875833	-0.17824994	-0.039415047	-0.36437926	0.55194306	0.47425246	-0.36433405	0.110764585	0.58780193	0.05423944	-0.46043575	-0.2562963	-0.17036958	0.11073396	0.5908111	0.80170035	0.0058080307	-0.64324564	0.26603195	0.40457904	0.5627602	0.060824487	0.07730688	-0.10914186	-0.58623266	0.39611396	-0.2851672	0.9540217	0.34452608	0.5266523	-0.55119103	0.10042918	0.4940855	-0.38352865	0.25477362	0.2017494	-0.0357115	0.17936915	-0.16423449	-0.32035112
-0.035266656	0.001472437	-0.6040258	-0.028245758	-0.42929548	1.1129985	-0.27418727	0.2940673	-0.37969416	-0.35577673	0.48382077	-0.4413245	-0.00075994205	-0.26017207	0.41862682	0.34224126	-0.5844602	-0.3993971	-0.21438964	-0.09799196	-0.5394778	-0.24764438	-0.37515625	-0.41602165	-0.70215076	1.1102636	0.36678496	-0.6016167	-0.67298776	0.32502258	-0.01289192	0.22610712	-0.25219598	-0.7641863	0.12932827	0.28655207	1.2849377	-0.41877955	0.13639575	-0.12333902	0.049977485	0.2086498	0.5635032	-0.15868205	-0.8644139	0.3007879	0.121803164	0.33587113	0.24313244	0.22049357
-0.035227828	-0.17745326	-0.37082216	0.01958672	0.06313266	0.31957525	0.78535646	0.51132375	0.32642937	0.6438391	-0.45040518	-0.1657607	-0.24081545	-0.3780906	0.27812234	0.23838563	-0.99208945	0.9595097	-0.48222217	-0.038652107	-0.6129444	0.41359514	-0.49584225	-0.10537822	-0.46638894	-0.42460313	0.09056697	-0.22085018	-0.47521108	-0.39399147	0.103422806	0.11289	0.38490766	-0.2177988	-0.5043097	-0.022090117	-0.4920385	-0.5861543	-0.61633337	-0.41581428	0.35758936	-0.22000429	0.7612075	-0.09319521	-0.70696	0.55416745	0.17706159	0.46306446	0.7575537	0.1286456
0.33712667	-0.5118002	0.28733084	-0.13853045	-0.09567793	0.3253002	-0.1348252	0.06974991	-0.24149904	-0.15443115	0.2541437	0.15889528	-0.14833727	0.5288389	-0.1634206	0.12692562	0.06455585	0.19782156	-0.4709584	0.71313715	0.04700882	0.54621905	-0.5613142	0.0036604428	0.22078575	-0.5831359	-0.21973108	-0.4386071	0.027787402	0.03136332	0.21554327	-0.57434845	0.09431331	-0.2292126	0.26344898	0.7936154	0.43060222	0.3398948	0.69519156	-0.096873514	-0.06216084	0.2669357	0.294307	-0.0462623	0.14826429	0.29834062	0.49490383	0.49722984	-0.26954785	-0.024388388
